id	TCGA-CV-A463	TCGA-CV-7102	TCGA-BA-A6DL	TCGA-CR-6471	TCGA-CQ-A4CE	TCGA-CQ-5333	TCGA-DQ-7592	TCGA-UF-A71E	TCGA-D6-A6EM	TCGA-CV-7416	TCGA-CN-4737	TCGA-IQ-A6SH	TCGA-CV-6938	TCGA-CR-7401	TCGA-D6-A6EP	TCGA-CR-7402	TCGA-IQ-A61O	TCGA-IQ-7630	TCGA-CQ-A4CB	TCGA-MT-A67F	TCGA-HD-7832	TCGA-QK-A8Z7	TCGA-BA-4075	TCGA-CN-4740	TCGA-H7-8502	TCGA-CV-5966	TCGA-BA-5151	TCGA-CV-7410	TCGA-KU-A6H7	TCGA-CN-5360	TCGA-DQ-5631	TCGA-QK-A6V9	TCGA-CV-5430	TCGA-CN-A497	TCGA-CV-7177	TCGA-CR-7386	TCGA-BA-5153	TCGA-CV-7235	TCGA-BA-5556	TCGA-CN-4742	TCGA-HD-8314	TCGA-HD-7754	TCGA-P3-A6T8	TCGA-CQ-6223	TCGA-CV-5444	TCGA-CN-4726	TCGA-CN-4725	TCGA-CV-A461	TCGA-BB-7861	TCGA-CV-A6JN	TCGA-HD-7753	TCGA-CX-7086	TCGA-CV-7568	TCGA-CN-5365	TCGA-CV-7430	TCGA-CN-5363	TCGA-BA-5559	TCGA-CV-7236	TCGA-HD-7917	TCGA-CV-7248	TCGA-F7-A50I	TCGA-CV-6955	TCGA-UF-A71A	TCGA-BB-7864	TCGA-HD-8635	TCGA-UF-A7JH	TCGA-CV-6962	TCGA-CN-4736	TCGA-D6-6517	TCGA-CQ-A4C6	TCGA-CR-6491	TCGA-CQ-5330	TCGA-CV-A6JY	TCGA-CV-7180	TCGA-CQ-5334	TCGA-CN-5367	TCGA-CR-6484	TCGA-CR-6470	TCGA-CV-7429	TCGA-CR-7388	TCGA-BB-7862	TCGA-QK-A8ZB	TCGA-CV-7425	TCGA-BA-5555	TCGA-CN-6995	TCGA-CN-6020	TCGA-CQ-6218	TCGA-BB-7872	TCGA-CR-6467	TCGA-CV-6933	TCGA-CV-6945	TCGA-CV-6954	TCGA-UF-A719	TCGA-CN-5370	TCGA-CQ-6221	TCGA-CV-7089	TCGA-CV-7421	TCGA-TN-A7HI	TCGA-IQ-A61E	TCGA-F7-8489	TCGA-CN-A498	TCGA-CR-7369	TCGA-BA-6868	TCGA-CV-A45Z	TCGA-CV-5432	TCGA-RS-A6TO	TCGA-BA-A6DG	TCGA-CR-7380	TCGA-T3-A92N	TCGA-WA-A7H4	TCGA-KU-A66S	TCGA-CV-5439	TCGA-D6-A6EN	TCGA-CQ-7068	TCGA-CV-5443	TCGA-CX-7219	TCGA-HD-A6I0	TCGA-CV-5978	TCGA-P3-A5QE	TCGA-CR-5250	TCGA-P3-A6T7	TCGA-CN-A6UY	TCGA-P3-A5Q6	TCGA-QK-A652	TCGA-CV-6003	TCGA-CN-A49A	TCGA-D6-A4Z9	TCGA-H7-8501	TCGA-QK-AA3J	TCGA-CN-4722	TCGA-CR-7390	TCGA-CV-7437	TCGA-CQ-7067	TCGA-CV-A6JZ	TCGA-CN-5373	TCGA-CR-7391	TCGA-BA-6869	TCGA-CV-A6K0	TCGA-CN-A63T	TCGA-UF-A7JF	TCGA-BB-8596	TCGA-CV-A45T	TCGA-D6-6826	TCGA-CR-6493	TCGA-CX-A4AQ	TCGA-CV-6942	TCGA-CQ-6228	TCGA-HD-A634	TCGA-CQ-6219	TCGA-F7-A50G	TCGA-F7-A61W	TCGA-CV-6950	TCGA-CV-6441	TCGA-BB-A5HZ	TCGA-CN-A6V3	TCGA-MT-A7BN	TCGA-CQ-5324	TCGA-CX-7085	TCGA-BA-A4II	TCGA-HD-7229	TCGA-BA-5149	TCGA-CR-7397	TCGA-CV-7250	TCGA-D6-8568	TCGA-CR-6478	TCGA-CN-6021	TCGA-CQ-5329	TCGA-CN-6019	TCGA-CV-A45V	TCGA-BA-7269	TCGA-CR-6477	TCGA-CR-6487	TCGA-CQ-5327	TCGA-CR-5243	TCGA-BB-4225	TCGA-CV-6948	TCGA-UF-A7JC	TCGA-CV-5976	TCGA-MZ-A6I9	TCGA-BA-4077	TCGA-CR-7371	TCGA-CQ-A4CH	TCGA-CV-6436	TCGA-BA-4074	TCGA-QK-A64Z	TCGA-CN-6989	TCGA-CR-7399	TCGA-CN-5359	TCGA-CV-6953	TCGA-CR-6481	TCGA-BB-4227	TCGA-IQ-A61G	TCGA-CV-7413	TCGA-CQ-6229	TCGA-CV-7423	TCGA-CV-7253	TCGA-BA-A4IH	TCGA-BA-4076	TCGA-BA-6872	TCGA-CN-4738	TCGA-HD-A633	TCGA-CN-4727	TCGA-CN-6997	TCGA-CV-A45W	TCGA-CR-7370	TCGA-CR-5247	TCGA-CN-A63V	TCGA-CV-7418	TCGA-CR-7398	TCGA-MT-A51X	TCGA-DQ-5624	TCGA-DQ-7589	TCGA-CR-7373	TCGA-CR-7394	TCGA-CV-7428	TCGA-CV-7438	TCGA-CV-A45P	TCGA-CV-5434	TCGA-CV-A6K1	TCGA-CV-5441	TCGA-CR-7395	TCGA-IQ-7632	TCGA-CV-6935	TCGA-CV-7446	TCGA-CV-7435	TCGA-DQ-7594	TCGA-UF-A7JO	TCGA-CN-4734	TCGA-CR-7404	TCGA-HD-8634	TCGA-CR-6492	TCGA-CV-7406	TCGA-BA-6871	TCGA-CV-7247	TCGA-H7-A76A	TCGA-CV-A6JU	TCGA-CN-A642	TCGA-CV-A6JM	TCGA-CV-6959	TCGA-CV-7100	TCGA-F7-A61S	TCGA-MT-A67D	TCGA-BB-7863	TCGA-CN-5364	TCGA-CQ-5331	TCGA-CN-6018	TCGA-CV-A45U	TCGA-MZ-A7D7	TCGA-UF-A718	TCGA-CV-6956	TCGA-CN-A499	TCGA-BB-8601	TCGA-D6-A6EQ	TCGA-CN-6998	TCGA-BA-A6D8	TCGA-F7-A50J	TCGA-IQ-A61I	TCGA-CV-7104	TCGA-BA-A6DI	TCGA-CV-5442	TCGA-D6-6823	TCGA-F7-A61V	TCGA-CN-4733	TCGA-CR-7379	TCGA-CV-7245	TCGA-CV-7254	TCGA-UF-A7JJ	TCGA-CN-5358	TCGA-CV-5436	TCGA-BB-4217	TCGA-CN-4731	TCGA-CV-7178	TCGA-F7-A623	TCGA-CQ-5332	TCGA-CQ-7069	TCGA-D6-6825	TCGA-P3-A6SX	TCGA-CV-7432	TCGA-KU-A6H8	TCGA-CQ-5326	TCGA-CN-A6V6	TCGA-DQ-5625	TCGA-CV-5977	TCGA-UF-A7JD	TCGA-CR-7385	TCGA-CQ-7071	TCGA-T2-A6X0	TCGA-CR-7367	TCGA-CV-A465	TCGA-BA-5557	TCGA-CN-6016	TCGA-F7-7848	TCGA-CN-6017	TCGA-QK-A8Z8	TCGA-MT-A51W	TCGA-CV-6940	TCGA-CV-7440	TCGA-UF-A7JS	TCGA-CV-A45R	TCGA-MT-A67A	TCGA-CV-7414	TCGA-CR-7374	TCGA-CV-6941	TCGA-QK-A6VC	TCGA-QK-A8Z9	TCGA-QK-A6VB	TCGA-D6-6827	TCGA-CR-7382	TCGA-P3-A5QA	TCGA-CV-5979	TCGA-CV-A6JE	TCGA-CN-6996	TCGA-4P-AA8J	TCGA-TN-A7HL	TCGA-CN-A63W	TCGA-CN-4730	TCGA-CR-5248	TCGA-CV-6936	TCGA-DQ-5630	TCGA-CR-7393	TCGA-CV-6951	TCGA-CV-7103	TCGA-D6-A6ES	TCGA-CQ-A4CG	TCGA-CQ-6220	TCGA-BA-4078	TCGA-CV-5973	TCGA-CV-5440	TCGA-CR-7365	TCGA-IQ-A61J	TCGA-BB-4224	TCGA-TN-A7HJ	TCGA-BB-4228	TCGA-BB-A5HU	TCGA-BA-A6DA	TCGA-IQ-7631	TCGA-BB-A6UO	TCGA-CR-6488	TCGA-T3-A92M	TCGA-H7-7774	TCGA-CQ-6227	TCGA-D6-A4ZB	TCGA-D6-6516	TCGA-CN-5356	TCGA-CV-7099	TCGA-CV-7434	TCGA-CR-5249	TCGA-C9-A480	TCGA-CQ-7063	TCGA-CR-6472	TCGA-CV-7090	TCGA-CN-A641	TCGA-QK-A6IF	TCGA-DQ-7596	TCGA-CV-6961	TCGA-T2-A6WZ	TCGA-CV-7097	TCGA-HL-7533	TCGA-CV-A464	TCGA-HD-8224	TCGA-P3-A6T4	TCGA-D6-A6EO	TCGA-BB-A6UM	TCGA-BB-A5HY	TCGA-CN-5361	TCGA-CN-4723	TCGA-CN-A6V1	TCGA-CR-7372	TCGA-CQ-5323	TCGA-QK-A6II	TCGA-BA-6870	TCGA-CQ-6222	TCGA-F7-A624	TCGA-BA-A4IF	TCGA-CV-A6JD	TCGA-F7-A620	TCGA-BB-4223	TCGA-HD-7831	TCGA-CV-A6JO	TCGA-CR-7376	TCGA-P3-A6T3	TCGA-CV-7433	TCGA-CV-7263	TCGA-CN-6992	TCGA-CV-7427	TCGA-CN-A6V7	TCGA-CV-6939	TCGA-CV-7422	TCGA-CV-5970	TCGA-CR-7364	TCGA-CV-5431	TCGA-QK-A6IJ	TCGA-QK-AA3K	TCGA-CN-4728	TCGA-BB-7866	TCGA-UF-A7JV	TCGA-UP-A6WW	TCGA-CQ-A4CI	TCGA-C9-A47Z	TCGA-CV-6960	TCGA-D6-8569	TCGA-CQ-6224	TCGA-CV-A6K2	TCGA-CV-6433	TCGA-CR-6482	TCGA-DQ-7588	TCGA-CV-A45X	TCGA-D6-A74Q	TCGA-CR-6480	TCGA-QK-A6IG	TCGA-T2-A6WX	TCGA-CV-6952	TCGA-CR-7392	TCGA-IQ-A61H	TCGA-HD-A6HZ	TCGA-CV-A45Q	TCGA-CQ-7065	TCGA-D6-6515	TCGA-F7-A622	TCGA-CV-6943	TCGA-CV-7183	TCGA-CV-7407	TCGA-CN-6988	TCGA-CV-7238	TCGA-BA-A6DD	TCGA-P3-A6T2	TCGA-CV-7261	TCGA-CV-7415	TCGA-CN-5366	TCGA-CQ-7072	TCGA-CV-7411	TCGA-CN-5355	TCGA-BB-7871	TCGA-CV-7409	TCGA-DQ-7595	TCGA-CN-6022	TCGA-H7-A6C4	TCGA-BA-A6DB	TCGA-CV-7101	TCGA-CQ-6225	TCGA-BA-5558	TCGA-CN-4729	TCGA-CV-5971	TCGA-CQ-A4C7	TCGA-CV-7095	TCGA-D6-6824	TCGA-CV-A6JT	TCGA-CN-6010	TCGA-BB-7870	TCGA-P3-A5Q5	TCGA-D6-A6EK	TCGA-BA-A4IG	TCGA-DQ-7593	TCGA-WA-A7GZ	TCGA-CR-7368	TCGA-CN-A49B	TCGA-P3-A6SW	TCGA-BA-6873	TCGA-UF-A7JK	TCGA-CQ-A4C9	TCGA-CN-4739	TCGA-CN-4735	TCGA-CV-7091	TCGA-CV-A45Y	TCGA-DQ-7590	TCGA-CV-7243	TCGA-CQ-5325	TCGA-CN-A49C	TCGA-DQ-7591	TCGA-UF-A71D	TCGA-CV-7242	TCGA-CN-6023	TCGA-DQ-5629	TCGA-UF-A7JT	TCGA-BA-A6DE	TCGA-CV-6937	TCGA-CN-5369	TCGA-CN-6024	TCGA-CV-6934	TCGA-F7-8298	TCGA-CV-A468	TCGA-CV-7424	TCGA-CN-5374	TCGA-BA-5152	TCGA-UF-A7J9	TCGA-CR-7377	TCGA-CV-A460	TCGA-CX-7082	TCGA-RS-A6TP	TCGA-CR-6474	TCGA-IQ-A6SG	TCGA-CR-7389	TCGA-CN-A63U	TCGA-P3-A6T0	TCGA-CR-7383	TCGA-UF-A7JA	TCGA-CV-5435	TCGA-CN-6012	TCGA-KU-A66T	TCGA-CV-7252	TCGA-MZ-A5BI	TCGA-QK-A8ZA	TCGA-HD-A4C1	TCGA-CN-6994	TCGA-CR-6473	TCGA-CV-7255	TCGA-BA-A8YP
AIFM1	2.98924802	3.5149302	2.8558303	2.7632628	3.41671816	3.3081424	3.4726047	3.91730763	4.3636687	4.1994289	3.9371184	3.87734181	3.531868	2.9543638	3.70990817	3.3304006	3.4539126	3.5051287	3.7358904	2.722313	3.78868571	3.95915809	2.254594	3.6806057	3.8419228	3.768629	3.2775236	3.3966116	3.72462129	3.1023726	4.4298436	4.4652497	4.6708347	3.77645146	3.4668751	3.0237167	3.40018268	4.02841002	3.2988782	2.91722169	3.5283588	3.55577935	3.22971096	2.74863297	3.60979	2.70922446	3.5239132	3.5205605	4.4841575	3.37346725	3.38247359	3.8140684	3.1179776	3.27563287	3.29150042	3.7288348	3.8134939	4.3455099	3.8967659	3.8261213	3.1909941	2.50482375	4.33314915	3.5845657	4.088184	3.4997949	4.11077247	3.33983575	3.1766419	3.18142064	2.93481841	3.5373458	3.6480397	3.43970292	3.5196048	4.102952	3.0300535	3.2692127	4.07309185	3.2279259	3.2301108	3.1813252	3.7445917	3.9200741	3.69127732	3.800434	3.2125071	3.15008845	3.819566	3.95963107	3.09399954	3.38458864	3.91803315	3.6791423	3.16703672	3.34699943	3.4052436	3.7777143	3.4015486	3.69960715	3.17027762	2.8919829	3.22553716	3.4981998	3.36788822	3.3190109	3.1814047	3.9174222	3.59703052	3.8122004	4.3383531	3.91852935	3.7466352	3.34376312	3.3433083	3.2130984	3.15786833	3.8988565	4.34332254	2.967722	2.99655145	3.7229468	3.78378141	3.1375691	3.7958916	2.645448	3.6516258	2.99031957	3.7185918	2.7335496	4.0411904	4.3619929	3.2472592	3.4609653	2.7562334	2.7646222	3.50137545	3.4444948	3.6326056	3.60098331	3.5208119	3.5224827	3.5345846	3.8490585	3.1956468	3.1211149	3.7405283	5.67302493	4.2333129	2.40552953	4.02052	3.24771489	3.6726629	3.7670615	3.7090038	4.252022	2.94266463	2.5375694	3.83054943	2.9119408	4.1003301	3.2818318	3.4223137	4.434755	3.80819968	3.4116567	3.2984237	2.9335349	3.0381552	2.99182566	3.7184603	4.2046337	3.39900699	3.0648829	2.8208733	4.1280789	3.2423586	3.6764367	3.857981	3.170534	3.5095312	3.65867993	2.60956587	3.1879102	3.57199225	3.7343303	4.3309814	4.027747	2.5882529	3.1182434	3.22416379	3.6753643	3.44421649	3.54305039	3.0093113	2.82519541	3.39615949	2.7431056	3.2189826	3.3444877	3.7570446	2.5472277	4.12059248	3.4381464	3.8874668	3.23486915	3.0688771	4.0866394	3.9623269	3.4215869	3.0454779	3.8666311	3.6677446	2.5917273	3.70069494	3.3106164	2.85933351	3.4168938	3.85819987	3.97776532	3.1914837	2.88487139	3.19582	2.870562	3.402613	3.5489421	4.00502265	2.74940555	3.7171116	3.01697761	3.0458274	3.7639533	3.9534422	4.3918708	2.9197405	3.96520247	3.84853782	3.47300757	3.4943772	3.7419739	3.31971908	3.6706591	3.02826856	3.7465922	3.3131007	4.3773875	3.77946986	2.41740698	3.3996633	3.4959893	4.26788781	2.74444099	3.2223564	2.63510428	4.1153163	3.09572192	4.23258402	3.3951039	3.4239277	3.82082229	4.1448377	3.1934406	2.8176437	4.02948822	4.01860747	3.9577753	3.1366672	3.0384713	3.42400836	3.3484307	3.1262791	4.4295624	3.34288182	3.94857282	2.74882615	3.13328403	3.58420489	4.26128257	3.59750734	3.486250989	4.124378	3.317058	3.68985824	3.744258	3.4292142	2.7882054	3.6613164	2.7041637	3.07864399	2.6060868	2.902884	3.7162886	3.0045553	3.80814819	3.19839986	3.93223129	3.6892209	3.6459668	3.1791766	3.22717115	4.0135784	3.76980347	4.2477529	3.58084495	3.0185096	4.82896663	3.3286211	3.5139202	2.97028309	3.0962787	4.4745139	4.0524594	3.4092687	3.4840092	3.68341575	3.1248575	3.3679162	4.5886367	2.7642612	3.0970882	3.3251561	3.46936505	3.703189315	3.25636156	3.314566	3.5049127	2.537022662	3.5960406	3.119655	3.16526881	3.37473348	4.1043534	3.2075337	3.82558213	2.31866391	3.12036853	3.5132507	3.2310791	4.0560372	2.56752111	3.9521751	3.161275	4.32271415	4.0187944	3.62878526	3.37928825	3.02213696	2.9454017	3.1546156	3.76592719	3.60905755	3.2894361	3.3997043	3.77533505	3.4125377	3.43895815	3.9090818	3.68711669	3.3934437	3.5667543	4.181198	4.22570681	4.6713783	4.85107938	3.4474205	3.6413611	3.44645475	3.867343	3.2148242	3.33880946	2.56975841	3.0906163	3.6132723	3.3963239	3.48918324	3.8697826	3.4874863	3.1272206	3.2256297	3.3028893	3.48592911	3.6479131	3.9111643	4.2477377	3.18764108	4.89885166	3.5953962	4.1900143	3.23086394	3.7834252	3.2428768	2.9987551	3.4034586	3.1776787	3.8406244	3.34629033	3.83776163	4.0903877	3.51179692	3.61474517	3.8342764	3.3589307	2.9709641	3.4419482	3.421129	4.177583	3.09369538	3.42104821	3.69091988	4.0639516	3.73602032	2.9350825	3.22627731	4.03854154	3.8091057	2.117828	3.92757413	3.53180563	3.52475326	3.0147302	2.61223453	3.2315092	3.819678401	2.9462443	2.99057372	3.76513158	3.5769332	3.8299206	3.7898753	3.53756942	2.27426166	3.8626993	3.8487982	4.14774628	3.8859062	2.8119847	2.8448074	3.3257174	3.12505592	3.875239443	3.4017124	3.1060467	3.3525749	3.7065969	3.2068932	3.5735442	2.68965699	3.9413411	4.01280106	3.51983122	2.58277275	3.71148389	3.5564785	3.85633837	3.3374257	3.828753	2.8792156	3.6623764	3.82879404	3.7228922	3.3547483	3.64530969	3.98442529	2.9335915	3.76949671	3.75117447	2.9103297	3.23930638	4.2183162	3.45685871	3.2893033	4.53900988	4.0878192	3.78838294	3.6952032	3.38788636	3.018189	3.6452405	3.127105	3.4716817	3.0810669	3.2812828	3.0046272	3.8150015	3.6632535	3.1113819	3.63016081	3.777304	3.51288423	3.774397	3.78165347	2.5821706	4.60468813	3.3322926	3.4295758	3.05432755	3.59432162	3.4579094	3.29366476	3.43114154	3.3211488	3.89139	3.18251751	3.240467	4.61753358	4.21132376	4.25417073
TFDP1	7.2316868	7.2011457	6.498519	6.9444122	6.03991043	6.2217166	7.0051529	6.9901085	6.088078	11.6797046	7.4310772	5.61739253	6.8274685	6.4003381	4.53590365	6.7672999	5.5513161	7.6539686	7.5471105	6.19064251	8.06955503	7.80080674	7.3811077	6.329068	7.6854069	8.0344485	6.9245061	7.0082348	6.220381285	6.3092963	7.8025984	6.900903	7.3415482	5.85911978	5.9462232	6.3313434	7.64525781	6.60181981	6.7616097	7.28424945	8.6629798	7.94527644	6.43262374	6.77644224	6.801734	6.82368313	6.5739985	5.6725413	7.1246972	5.297694	6.80411036	7.2939103	6.9471764	6.6317111	7.3143911	6.5631017	7.4875233	7.223129	6.5530271	6.6096708	5.75296	5.9838236	6.99873385	6.4934072	6.1227473	7.0446608	6.4204824	6.58664016	7.2996449	6.8861404	6.94036881	5.8361261	6.78230371	6.84257035	7.049389	6.9279379	6.6541362	7.3924651	6.87216019	7.0624304	6.2468869	6.4444368	6.670652	6.9973421	7.05262348	7.6150521	6.5533912	6.84188886	7.443687	6.75630279	6.12447496	6.65373505	7.17082741	7.0352236	6.483632	6.67746737	5.9034529	4.9889346	7.4599553	6.85714996	6.50662892	7.7913329	6.68243425	6.6357616	6.55100837	7.8371883	6.2525103	7.0840228	6.92552002	7.0010906	6.64200258	6.55569654	5.6278023	6.79354349	6.5061052	7.9827198	4.95827662	6.6740891	7.36761831	7.1183161	5.75717797	5.6634272	6.58550942	6.5569551	7.28976532	6.1454655	6.7988671	7.50347516	7.2074009	6.1043681	7.6047341	7.2235316	6.6017842	6.9620701	6.416779	6.0997455	5.77019475	6.7280116	6.1926144	5.81748256	6.5768592	5.9392054	7.3020092	7.6630749	6.2635058	6.2308025	7.6223952	7.0517995	6.9031914	6.1737271	7.8100607	7.41107197	7.2767767	6.5938154	7.4601569	4.5189883	6.58007009	6.0579441	6.7653239	7.2556527	7.3659917	6.2361654	6.8316746	6.5197683	7.00939868	5.3476161	7.5378109	6.1111753	6.639552	4.70991368	6.6223887	6.159496	7.06366472	7.1743635	6.9424723	7.0629441	7.4061667	7.1348698	6.47466641	7.4881438	7.4996163	7.61946217	5.16761484	6.6098126	7.17922439	7.4219285	7.5362558	7.745905	6.29631423	6.1494951	6.03429276	8.1293794	6.43822464	6.65395712	7.3769684	7.13366113	6.63425927	6.7309605	6.5041341	7.0105068	7.5372168	6.9364931	7.47914647	5.949766	7.5753297	6.82350354	6.4241663	7.0764832	7.7994902	7.2672502	6.0727404	7.7063441	7.2357625	6.3467513	7.12856768	6.5773034	6.5156005	6.7179642	5.9650616	6.16691826	6.8013566	6.62986512	6.3046041	6.82801967	5.9675053	7.324339	5.89531232	6.75952339	7.6482878	6.830126	6.7730099	6.4603822	6.9059754	7.8130199	5.6491642	5.07831522	6.93687228	4.90166339	7.2769553	7.104822	6.7307595	6.7491923	6.67414706	7.4942084	6.6413957	6.6923309	7.60630675	6.4600856	5.9003307	7.69509742	7.55879416	6.61292303	6.0328943	6.47939388	5.4111618	6.64116739	6.10880879	6.2605846	6.3171087	6.94782042	8.0708101	6.98961362	5.5907457	6.43653166	7.0584518	6.4322713	6.071132	7.0435731	7.12702137	7.1727725	6.5356766	7.7848599	6.92469376	7.31634309	6.71546648	7.189704	6.16132742	7.25251122	5.95319073	7.305790902	7.454512	6.389763	7.00277677	6.8376065	7.1055031	6.6790536	6.8684114	6.9821825	7.28430683	5.9463449	5.8268179	6.2869292	5.8015053	5.77424414	7.00691286	7.08456287	7.9748023	4.4043309	6.7232145	5.49423638	8.2987559	7.33936012	6.5191833	7.11883832	6.4314107	7.26559817	7.5212102	7.2184625	6.08163363	6.7577154	4.6267428	7.6044932	5.9335514	5.4907626	7.05094567	6.6686936	7.5924907	7.4058988	6.8356677	6.3049217	6.3642152	6.11111063	5.450722986	7.11215068	6.3262623	6.8934629	5.230533516	6.2779011	7.0342377	6.542015	8.27125385	6.7521719	7.3884763	6.58288563	3.88884064	4.87414284	6.546271	7.1362252	7.0262988	5.92311114	6.8098967	6.4623599	6.5059957	7.2395279	6.54037761	7.55993914	6.77340695	6.52519191	6.8548273	6.58604111	7.59952163	7.6596984	7.2089191	6.77769587	8.3283338	5.36067329	8.1061274	7.93161688	5.8150835	7.2064606	6.7206068	7.18369592	7.18031597	7.76668261	6.938354	6.9241427	5.79221766	7.3133955	7.4143808	4.63035887	7.02754003	6.0532786	6.2855594	7.6445283	6.142009	6.6648725	7.3683685	5.9179377	6.6502404	6.8762026	7.10875966	6.7002358	6.6558641	7.2237411	6.90791214	6.86400286	6.9908471	6.8161158	6.59344043	6.7621614	7.885107	4.2632448	5.4211021	6.6183018	7.8618871	6.85251827	5.96913437	7.98581633	6.50956442	7.01808999	7.9802807	6.31962697	6.4206357	6.9456779	6.7905909	7.8709904	7.11707682	6.57932499	7.55592503	6.3308792	6.60164601	6.6773025	6.70258829	7.22512162	6.4113195	4.25868474	5.89210683	6.95900271	6.37685296	6.10189375	6.35884809	6.7464203	6.689390025	6.360733	6.03835936	7.23449366	7.0199043	6.4817881	6.753095	7.01657766	5.96152378	7.6708814	6.1524917	6.79767968	6.52556622	7.17054	6.1653975	6.0115851	6.48651971	6.921724327	7.052593	8.0487539	6.0402985	6.9155006	7.030538	6.318673	4.58416279	6.6636535	6.45716415	6.71149628	4.88239361	7.70393817	6.9541335	7.89517657	7.8424641	7.304296	7.1275363	7.2180255	6.25859241	7.9325437	6.5025009	7.1273578	6.43082384	5.2817094	7.26584567	6.82337998	6.2862842	6.28557237	7.1409289	6.99352719	6.0400508	6.87080732	8.0987369	6.70993022	7.519048	6.136782	6.6541061	5.9839399	6.9372078	7.6528557	6.2315649	6.7533104	6.2443943	6.3259044	6.6617311	6.843112	7.09941199	6.7824413	8.45570655	7.2401645	7.40966502	6.4067424	6.60014038	6.7581566	6.6802287	6.48156051	6.88878464	5.8907264	6.65793863	7.15507423	5.5432329	6.3125908	7.05386834	6.2113919	7.61582088	6.90677998	7.45215968
